created_date,status,segmento,comision_actual,logistic_type,store_type,barrio,category,cooking_time,tiene_otra_app,brand_id,store_id
2024-04-04T23:13:26.675Z,active,Microstores,,3P,,BARRACAS,Saludable,15 min,,,107325
2024-04-04T19:03:25.350Z,active,Microstores,,3P,,VILLA URQUIZA,Saludable,15 min,,,105617
2024-04-04T14:58:47.579Z,active,Microstores,,3P,,PALERMO,Saludable,15 min,,,112567
2024-04-04T14:55:27.706Z,active,Microstores,42.0,3P,New brand,FLORIDA,Desayunos y meriendas,20 min,Sí,,114214
2024-04-04T14:31:10.128Z,active,Microstores,42.0,3P,Brand expansion,ALMAGRO,,15 min,Sí,13972.0,107547
2024-04-04T14:28:57.455Z,active,Microstores,42.0,3P,Brand expansion,BELGRANO,,15 min,Sí,13972.0,109656
2024-04-04T14:25:56.201Z,active,Microstores,42.0,3P,Brand expansion,RECOLETA,,15 min,Sí,13972.0,107700
2024-04-04T12:03:05.168Z,active,Picked Locals,30.0,3P,Brand expansion,VILLA DEL PARQUE,Sushi,15 min,Sí,12481.0,107834
2024-04-04T04:43:32.398Z,active,Microstores,,3P,,,Sándwiches,10 min,,,101908
2024-04-03T19:41:45.936Z,active,Microstores,,3P,,,Empanadas,20 min,,12410.0,101423
2024-04-03T15:34:10.153Z,active,Microstores,,3P,,PALERMO,Pastas,15 min,,,108942
2024-04-03T15:10:42.317Z,active,Microstores,,3P,,PALERMO,Pizza,15 min,,,104678
2024-04-03T13:47:05.349Z,active,Top Players,27.75,3P,Brand expansion,RECOLETA,Pizza,20 min,Sí,11165.0,108779
2024-04-03T13:06:54.547Z,active,Microstores,,3P,,VILLA CRESPO,Milanesas,15 min,,,106787
2024-04-03T00:42:37.097Z,active,Microstores,,3P,,,Venezolana,10 min,,,106601
2024-04-02T23:47:32.478Z,active,Top Players,24.0,3P,Multi brand,VILLA LURO,Argentina,20 min,No,13883.0,108185
2024-04-02T23:47:32.478Z,active,Microstores,,3P,Multi brand,VILLA LURO,Argentina,20 min,Sí,13883.0,108185
2024-04-02T23:38:41.977Z,active,Top Players,24.0,3P,Multi brand,BARRACAS,Argentina,20 min,No,13883.0,111890
2024-04-02T23:38:41.977Z,active,Microstores,,3P,Multi brand,BARRACAS,Argentina,20 min,Sí,13883.0,111890
2024-04-02T23:30:56.994Z,active,Microstores,,3P,Multi brand,FLORES,Argentina,20 min,Sí,13883.0,107357
2024-04-02T23:30:56.994Z,active,Top Players,24.0,3P,Multi brand,FLORES,Argentina,20 min,No,13883.0,107357
2024-04-02T23:19:05.857Z,active,Top Players,24.0,3P,Multi brand,CABALLITO,Argentina,20 min,No,13883.0,109218
2024-04-02T23:19:05.857Z,active,Microstores,,3P,Multi brand,CABALLITO,Argentina,20 min,Sí,13883.0,109218
2024-04-02T22:48:30.456Z,active,Microstores,,3P,Multi brand,,Argentina,20 min,Sí,13883.0,114266
2024-04-02T22:48:30.456Z,active,Top Players,24.0,3P,Multi brand,,Argentina,20 min,No,13883.0,114266
2024-04-02T20:34:06.677Z,active,Microstores,,3P,,PALERMO,Panadería,15 min,,14376.0,111186
2024-03-31T20:53:32.164Z,active,Microstores,42.0,3P,New brand,BELGRANO,Empanadas,35 min,Sí,10808.0,113117
2024-03-30T14:58:40.090Z,active,Microstores,42.0,3P,New brand,FLORES,Argentina,20 min,No,11546.0,115337
2024-03-29T22:38:19.914Z,active,Top Players,27.75,3P,Multi brand,CABALLITO,Pizza,20 min,Sí,12941.0,105530
2024-03-27T18:42:47.730Z,active,Microstores,42.0,3P,New brand,VILLA DEL PARQUE,Árabe,30 min,No,,106145
2024-03-27T17:22:26.517Z,active,Microstores,,3P,,SAN NICOLÁS,Saludable,15 min,,,114456
2024-03-27T14:43:42.641Z,active,Top Players,24.0,3P,Multi brand,,Argentina,20 min,Sí,13883.0,113186
2024-03-27T14:43:42.641Z,active,Microstores,,3P,Multi brand,,Argentina,20 min,Sí,13883.0,113186
2024-03-27T14:38:56.042Z,active,Top Players,24.0,3P,Multi brand,BELGRANO,Argentina,20 min,Sí,13883.0,109288
2024-03-27T14:38:56.042Z,active,Microstores,,3P,Multi brand,BELGRANO,Argentina,20 min,Sí,13883.0,109288
2024-03-27T14:34:10.407Z,active,Top Players,24.0,3P,Multi brand,RECOLETA,Argentina,20 min,Sí,13883.0,106888
2024-03-27T14:34:10.407Z,active,Microstores,,3P,Multi brand,RECOLETA,Argentina,20 min,Sí,13883.0,106888
2024-03-27T14:32:18.484Z,active,Microstores,,3P,Multi brand,RECOLETA,Argentina,20 min,Sí,13883.0,103560
2024-03-27T14:32:18.484Z,active,Top Players,24.0,3P,Multi brand,RECOLETA,Argentina,20 min,Sí,13883.0,103560
2024-03-27T14:30:34.311Z,active,Top Players,24.0,3P,Multi brand,BELGRANO,Argentina,20 min,Sí,13883.0,109662
2024-03-27T14:30:34.311Z,active,Microstores,,3P,Multi brand,BELGRANO,Argentina,20 min,Sí,13883.0,109662
2024-03-27T14:23:54.791Z,active,Microstores,,3P,Multi brand,PALERMO,Argentina,20 min,Sí,13883.0,103642
2024-03-27T14:23:54.791Z,active,Top Players,24.0,3P,Multi brand,PALERMO,Argentina,20 min,Sí,13883.0,103642
2024-03-27T14:06:55.807Z,active,Microstores,,3P,Multi brand,PALERMO,Argentina,20 min,Sí,13883.0,109120
2024-03-27T14:06:55.807Z,active,Top Players,24.0,3P,Multi brand,PALERMO,Argentina,20 min,No,13883.0,109120
2024-03-27T12:36:05.550Z,active,Top Players,27.0,3P,Brand expansion,VILLA DEL PARQUE,Helado,10 min,Sí,13230.0,114971
2024-03-26T23:08:59.656Z,active,Top Players,28.5,3P,Multi brand,,Pizza,15 min,Sí,11165.0,103277
2024-03-26T19:41:54.135Z,active,Microstores,27.0,2P,New brand,BELGRANO,Sushi,,No,14230.0,111914
2024-03-26T19:24:52.310Z,active,Microstores,,2P,,BELGRANO,Pizza,,,,106630
2024-03-26T19:19:32.370Z,active,Microstores,,2P,Brand expansion,RECOLETA,Sushi,,Sí,,100726
2024-03-26T19:12:31.598Z,active,Microstores,,3P,,FLORES,Milanesas,15 min,,10867.0,109103
2024-03-26T17:30:22.026Z,active,Microstores,,3P,,VILLA LURO,Desayunos y meriendas,15 min,,14640.0,105056
2024-03-26T16:35:20.695Z,active,Microstores,42.0,3P,New brand,NÚÑEZ,Panadería,20 min,Sí,,105392
2024-03-26T16:28:18.738Z,active,Microstores,,3P,,,Panadería,15 min,,11825.0,104572
2024-03-26T15:15:46.550Z,active,Microstores,,3P,,BELGRANO,Empanadas,15 min,,,100838
2024-03-26T15:14:32.101Z,active,Picked Locals,36.0,3P,Brand expansion,,,15 min,Sí,,106175
2024-03-26T15:06:59.374Z,active,Microstores,42.0,3P,New brand,PALERMO,,15 min,Sí,11158.0,105640
2024-03-26T14:38:20.450Z,active,Microstores,,3P,,SAN NICOLÁS,Desayunos y meriendas,15 min,,,106715
2024-03-26T14:01:57.076Z,active,Microstores,,3P,,PALERMO,Internacional,15 min,,,103131
2024-03-26T14:01:16.325Z,active,Top Players,24.0,3P,Brand expansion,BELGRANO,Saludable,15 min,Sí,12223.0,115293
2024-03-25T23:17:28.076Z,active,Top Players,30.0,3P,Brand expansion,,Café,20 min,Sí,12540.0,114793
2024-03-25T21:27:40.516Z,active,Microstores,,3P,,PARQUE PATRICIOS,Parrilla,15 min,,,105525
2024-03-25T20:49:02.810Z,active,Microstores,,3P,,VILLA DEL PARQUE,Parrilla,15 min,,,102758
2024-03-25T18:43:33.434Z,active,Microstores,,3P,,FLORES,China,15 min,,,114877
2024-03-25T18:23:43.558Z,active,Microstores,,3P,New brand,FLORES,Internacional,,Sí,,100121
2024-03-25T18:23:43.558Z,active,Microstores,42.0,3P,New brand,FLORES,Internacional,,No,,100121
2024-03-25T18:11:03.892Z,active,Picked Locals,28.5,3P,New brand,PALERMO,,15 min,No,13796.0,106387
2024-03-25T17:48:39.553Z,active,Microstores,42.0,3P,New brand,FLORESTA,Bebidas,30 min,No,,112565
2024-03-25T17:40:12.236Z,active,Microstores,42.0,3P,Multi brand,,Internacional,15 min,No,11183.0,107899
2024-03-25T17:40:12.236Z,active,Microstores,,3P,Multi brand,,Internacional,15 min,Sí,11183.0,107899
2024-03-25T17:23:37.090Z,active,Microstores,,3P,Multi brand,,Hamburguesa,30 min,Sí,10085.0,113690
2024-03-25T17:23:37.090Z,active,Top Players,28.5,3P,Brand expansion,,Hamburguesa,35 min,Sí,10085.0,113690
2024-03-25T17:23:34.152Z,active,Top Players,28.5,3P,Brand expansion,,Pollo,30 min,Sí,11898.0,113092
2024-03-25T17:23:34.152Z,active,Microstores,,3P,Multi brand,,Pollo,30 min,Sí,11898.0,113092
2024-03-25T17:23:31.253Z,active,Microstores,,3P,Multi brand,,Hamburguesa,30 min,Sí,11037.0,112254
2024-03-25T17:23:31.253Z,active,Top Players,28.5,3P,Brand expansion,,Hamburguesa,30 min,Sí,11037.0,112254
2024-03-25T17:23:28.226Z,active,Microstores,,3P,Multi brand,PALERMO,Hamburguesa,30 min,Sí,13429.0,103405
2024-03-25T17:23:28.226Z,active,Top Players,28.5,3P,Brand expansion,PALERMO,Hamburguesa,30 min,Sí,13429.0,103405
2024-03-25T17:23:24.857Z,active,Top Players,28.5,3P,Brand expansion,,Pizza,30 min,Sí,11106.0,106050
2024-03-25T17:23:24.857Z,active,Microstores,,3P,Multi brand,,Pizza,30 min,Sí,11106.0,106050
2024-03-25T17:23:24.065Z,active,Microstores,,3P,Multi brand,PALERMO,Hamburguesa,30 min,Sí,10370.0,104007
2024-03-25T17:23:24.065Z,active,Top Players,28.5,3P,Brand expansion,PALERMO,Hamburguesa,35 min,Sí,10370.0,104007
2024-03-25T16:42:48.851Z,active,Microstores,,3P,Multi brand,,Internacional,15 min,Sí,11183.0,112467
2024-03-25T16:42:48.851Z,active,Microstores,42.0,3P,Multi brand,,Internacional,15 min,No,11183.0,112467
2024-03-25T16:17:48.269Z,active,Microstores,,3P,Brand expansion,PALERMO,Bebidas,15 min,Sí,11665.0,105612
2024-03-25T16:17:48.269Z,active,Top Players,28.5,3P,Brand expansion,PALERMO,Bebidas,20 min,Sí,11665.0,105612
2024-03-25T16:15:08.739Z,active,Microstores,42.0,3P,New brand,BOEDO,Pizza,20 min,Sí,,105161
2024-03-25T16:05:08.185Z,active,Microstores,,3P,,PALERMO,Bebidas,15 min,,11665.0,103683
2024-03-25T16:02:03.593Z,active,Microstores,,3P,,CABALLITO,Bebidas,15 min,,11665.0,103842
2024-03-25T16:01:32.920Z,active,Microstores,42.0,3P,New brand,SAN CRISTÓBAL,,15 min,No,,114475
2024-03-25T16:01:32.920Z,active,Microstores,42.0,3P,New brand,SAN CRISTÓBAL,,20 min,No,,114475
2024-03-25T14:16:47.481Z,active,Microstores,,3P,,VILLA DEL PARQUE,Pizza,20 min,,13025.0,101220
2024-03-25T14:16:47.481Z,active,Microstores,42.0,3P,Multi brand,CABALLITO,Pizza,25 min,No,13025.0,100668
2024-03-25T14:16:47.481Z,active,Microstores,,3P,Multi brand,CABALLITO,Pizza,25 min,Sí,13025.0,100668
2024-03-25T14:13:44.359Z,active,Microstores,,3P,Multi brand,CABALLITO,Comida rápida,25 min,Sí,10027.0,112674
2024-03-25T14:13:44.359Z,active,Microstores,42.0,3P,New brand,CABALLITO,Comida rápida,25 min,Sí,10027.0,112674
2024-03-25T14:00:18.081Z,active,Microstores,39.0,3P,New brand,PALERMO,Internacional,30 min,No,,111917
2024-03-25T13:59:33.230Z,active,Top Players,27.0,3P,Brand expansion,PUERTO MADERO,Sushi,30 min,Sí,12832.0,102203
2024-03-25T13:59:29.016Z,active,Microstores,,3P,New brand,BALVANERA,Internacional,30 min,Sí,,115116
2024-03-25T13:59:29.016Z,active,Microstores,42.0,3P,New brand,BALVANERA,Internacional,30 min,No,,115116
2024-03-24T01:53:39.105Z,active,Picked Locals,36.0,3P,Brand expansion,,Hamburguesa,15 min,Sí,,109321
2024-03-23T14:45:23.188Z,active,Microstores,42.0,3P,New brand,,Internacional,20 min,Sí,,112203
2024-03-23T02:11:06.471Z,active,Microstores,42.0,3P,New brand,PALERMO,Comida rápida,20 min,No,,100931
2024-03-22T23:05:28.947Z,active,Microstores,,3P,,BELGRANO,Helado,15 min,,,114848
2024-03-22T22:25:22.717Z,active,Microstores,,3P,,PALERMO,Internacional,15 min,,,101564
2024-03-22T22:12:41.946Z,active,Microstores,,3P,,PALERMO,Picadas,15 min,,,107752
2024-03-22T18:21:05.865Z,active,Microstores,,3P,,,Carnes,15 min,,11673.0,105068
2024-03-22T17:45:39.352Z,active,Microstores,42.0,3P,New brand,PALERMO,,15 min,Sí,,107852
2024-03-22T15:06:39.985Z,active,Picked Locals,37.5,2P,New brand,VILLA DEVOTO,Helado,,Sí,14170.0,103818
2024-03-22T15:06:00.390Z,active,Picked Locals,33.0,3P,Brand expansion,PALERMO,Sushi,45 min,Sí,11492.0,114432
2024-03-22T12:24:36.447Z,active,Top Players,24.0,3P,Brand expansion,ALMAGRO,Hamburguesa,15 min,Sí,13851.0,114694
2024-03-22T01:15:44.301Z,active,Microstores,,3P,,PALERMO,Empanadas,15 min,,,110980
2024-03-21T22:39:31.590Z,active,Microstores,27.0,2P,New brand,PARQUE AVELLANEDA,Helado,,No,,109954
2024-03-21T19:30:26.662Z,active,Microstores,,3P,,BELGRANO,Saludable,15 min,,,105265
2024-03-21T15:39:17.197Z,active,Microstores,,3P,,FLORESTA,,15 min,,,108331
2024-03-20T20:59:46.022Z,active,Microstores,,3P,Multi brand,CONSTITUCIÓN,,20 min,Sí,11868.0,106408
2024-03-20T20:59:46.022Z,active,Picked Locals,37.5,3P,Brand expansion,CONSTITUCIÓN,,20 min,No,11868.0,106408
2024-03-20T20:50:17.213Z,active,Microstores,,3P,Multi brand,BARRACAS,,20 min,Sí,11868.0,103237
2024-03-20T20:50:17.213Z,active,Picked Locals,37.5,3P,Brand expansion,BARRACAS,,20 min,No,11868.0,103237
2024-03-20T20:46:59.383Z,active,Microstores,,3P,Multi brand,FLORESTA,,20 min,Sí,11868.0,113422
2024-03-20T20:46:59.383Z,active,Picked Locals,37.5,3P,Brand expansion,FLORESTA,,20 min,No,11868.0,113422
2024-03-20T20:44:50.788Z,active,Microstores,,3P,Multi brand,LA BOCA,,20 min,Sí,11868.0,109552
2024-03-20T20:44:50.788Z,active,Picked Locals,37.5,3P,Brand expansion,LA BOCA,,20 min,No,11868.0,109552
2024-03-20T20:41:59.893Z,active,Picked Locals,37.5,3P,Brand expansion,VILLA GRAL. MITRE,,20 min,No,11868.0,115435
2024-03-20T20:41:59.893Z,active,Microstores,,3P,Multi brand,VILLA GRAL. MITRE,,20 min,Sí,11868.0,115435
2024-03-20T20:37:12.354Z,active,Picked Locals,37.5,3P,Brand expansion,PARQUE CHACABUCO,,20 min,No,11868.0,110591
2024-03-20T20:37:12.354Z,active,Microstores,,3P,Multi brand,PARQUE CHACABUCO,,20 min,Sí,11868.0,110591
2024-03-20T19:27:10.785Z,active,Microstores,,3P,,BARRACAS,,15 min,,11136.0,103425
2024-03-20T17:55:07.057Z,active,Top Players,27.0,3P,New brand,BELGRANO,Sushi,30 min,Sí,12832.0,100037
2024-03-20T17:48:37.420Z,inactive,Microstores,,3P,,,Carnes,15 min,,,114861
2024-03-20T17:47:34.361Z,inactive,Microstores,,3P,,,Carnes,15 min,,,110584
2024-03-20T17:43:37.811Z,active,Microstores,,3P,Multi brand,FLORESTA,,20 min,Sí,11868.0,102947
2024-03-20T17:43:37.811Z,active,Picked Locals,37.5,3P,New brand,FLORESTA,,20 min,No,11868.0,102947
2024-03-20T17:15:38.585Z,active,Top Players,30.0,3P,Brand expansion,,Café,15 min,Sí,11478.0,107573
2024-03-20T17:15:38.585Z,active,Microstores,,3P,Multi brand,,Café,15 min,Sí,11478.0,107573
2024-03-20T17:10:39.199Z,active,Microstores,,3P,,FLORESTA,Desayunos y meriendas,15 min,,,112593
2024-03-20T16:54:30.855Z,active,Microstores,42.0,3P,Brand expansion,PALERMO,Sándwiches,20 min,No,,110476
2024-03-20T16:18:46.816Z,active,Microstores,,3P,,FLORES,Hamburguesa,15 min,,,113167
2024-03-20T13:37:00.751Z,active,Microstores,27.0,2P,Brand expansion,BALVANERA,Empanadas,,No,,105052
2024-03-20T12:42:08.725Z,active,Microstores,42.0,3P,New brand,SAN TELMO,China,25 min,Sí,,105274
2024-03-20T00:52:28.813Z,active,Microstores,,3P,,ALMAGRO,Internacional,15 min,,,108952
2024-03-19T22:12:03.302Z,active,Microstores,42.0,3P,New brand,BOEDO,Milanesas,20 min,No,,101190
2024-03-19T16:47:24.731Z,active,Picked Locals,37.5,3P,New brand,VILLA URQUIZA,Hamburguesa,15 min,Sí,,102331
2024-03-19T15:36:22.078Z,active,Microstores,,3P,,SAN NICOLÁS,Árabe,15 min,,,103310
2024-03-19T13:52:33.644Z,active,Picked Locals,30.0,3P,New brand,,Hamburguesa,20 min,Sí,14482.0,104234
2024-03-19T13:52:33.644Z,active,Microstores,,3P,New brand,,Hamburguesa,20 min,Sí,14482.0,104234
2024-03-19T11:04:00.783Z,active,Microstores,42.0,3P,New brand,SAN NICOLÁS,Desayunos y meriendas,20 min,Sí,,115386
2024-03-18T22:22:29.669Z,active,Microstores,42.0,3P,New brand,SAN CRISTÓBAL,Argentina,20 min,Sí,,108347
2024-03-18T21:31:32.496Z,active,Picked Locals,33.0,3P,Brand expansion,VILLA URQUIZA,Sushi,45 min,No,11492.0,104440
2024-03-18T21:31:32.496Z,active,Microstores,,3P,Brand expansion,VILLA URQUIZA,Sushi,45 min,Sí,11492.0,104440
2024-03-18T19:29:40.881Z,active,Microstores,42.0,3P,New brand,VILLA URQUIZA,Hamburguesa,20 min,No,,113598
2024-03-18T19:29:40.881Z,active,Microstores,,3P,,VILLA URQUIZA,Hamburguesa,20 min,,,113598
2024-03-18T16:50:12.874Z,active,Microstores,42.0,3P,New brand,FLORES,Sushi,30 min,No,11353.0,112039
2024-03-18T16:24:07.062Z,active,Microstores,42.0,3P,New brand,BALVANERA,Internacional,20 min,Sí,,101129
2024-03-18T14:39:27.529Z,active,Microstores,,3P,,RECOLETA,Saludable,25 min,,,108304
2024-03-18T14:39:02.138Z,active,Microstores,42.0,3P,New brand,VILLA CRESPO,Saludable,10 min,Sí,10237.0,105038
2024-03-17T18:21:42.254Z,active,Top Players,28.5,3P,New brand,PALERMO,Empanadas,20 min,No,14282.0,110720
2024-03-16T22:57:59.167Z,active,Microstores,42.0,3P,New brand,COLEGIALES,Pizza,20 min,Sí,,102400
2024-03-16T20:56:27.477Z,active,Microstores,42.0,3P,New brand,MONSERRAT,,20 min,Sí,,107969
2024-03-15T21:46:34.632Z,active,Picked Locals,30.0,3P,New brand,PALERMO,Empanadas,30 min,No,,100198
2024-03-15T19:44:45.704Z,active,Microstores,,2P,Multi brand,,Sushi,,Sí,10105.0,101209
2024-03-15T19:44:44.103Z,active,Microstores,,3P,,,Vegetariana,60 min,,11603.0,104612
2024-03-15T19:39:41.745Z,active,Microstores,,3P,,,Sushi,60 min,,13555.0,100443
2024-03-15T19:39:40.645Z,active,Microstores,,3P,,,Sushi,60 min,,13266.0,106202
2024-03-15T19:39:40.030Z,active,Microstores,,3P,,,Sushi,60 min,,14680.0,111507
2024-03-15T19:30:45.999Z,active,Microstores,,2P,Multi brand,,Saludable,,Sí,10342.0,111346
2024-03-15T19:30:44.532Z,active,Microstores,,2P,Multi brand,,Sushi,,Sí,12228.0,115199
2024-03-15T19:22:19.100Z,active,Microstores,42.0,3P,Multi brand,,Empanadas,20 min,Sí,10134.0,105461
2024-03-15T19:22:17.200Z,active,Microstores,42.0,3P,Multi brand,,Desayunos y meriendas,20 min,Sí,13140.0,107481
2024-03-15T18:49:47.976Z,active,Microstores,42.0,3P,New brand,BELGRANO,Pastas,40 min,No,,102777
2024-03-15T16:02:48.433Z,active,Microstores,42.0,3P,New brand,BOEDO,Panadería,20 min,Sí,,108823
2024-03-15T13:10:23.043Z,active,Microstores,42.0,3P,New brand,ALMAGRO,,20 min,No,,103408
2024-03-14T21:34:21.094Z,active,Microstores,45.0,3P,New brand,AGRONOMÍA,,5 min,Sí,,111041
2024-03-14T18:32:24.147Z,active,Microstores,,3P,Multi brand,RETIRO,India,30 min,Sí,12049.0,106081
2024-03-14T18:32:24.147Z,active,Microstores,42.0,3P,New brand,RETIRO,India,20 min,No,12049.0,106081
2024-03-14T12:43:06.821Z,active,Microstores,42.0,3P,New brand,CABALLITO,,20 min,No,,100963
2024-03-14T01:13:38.649Z,active,Microstores,42.0,3P,New brand,VELEZ SARSFIELD,Sándwiches,20 min,Sí,,101216
2024-03-13T19:56:26.784Z,active,Picked Locals,30.0,3P,Brand expansion,BALVANERA,Desayunos y meriendas,20 min,Sí,10610.0,114460
2024-03-13T18:34:45.811Z,active,Microstores,,3P,,FLORESTA,Pizza,15 min,,,114508
2024-03-13T18:30:11.725Z,active,Microstores,,3P,,CABALLITO,Pizza,15 min,,13074.0,108955
2024-03-13T17:23:28.841Z,active,Picked Locals,31.5,3P,New brand,FLORESTA,Sushi,45 min,Sí,12355.0,111091
2024-03-13T17:23:28.841Z,active,Microstores,,3P,Multi brand,FLORESTA,Sushi,45 min,Sí,12355.0,111091
2024-03-13T17:22:56.841Z,active,Picked Locals,31.5,3P,New brand,VELEZ SARSFIELD,Sushi,45 min,Sí,11022.0,114928
2024-03-13T17:22:56.841Z,active,Microstores,,3P,Multi brand,VELEZ SARSFIELD,Sushi,45 min,Sí,11022.0,114928
2024-03-13T17:14:51.083Z,active,Microstores,,3P,Multi brand,BELGRANO,Panadería,15 min,Sí,14167.0,110020
2024-03-13T17:14:51.083Z,active,Top Players,28.5,3P,Brand expansion,BELGRANO,Panadería,15 min,Sí,14167.0,110020
2024-03-13T17:09:26.778Z,active,Microstores,,3P,Brand expansion,,,15 min,Sí,11110.0,113041
2024-03-13T17:09:26.778Z,active,Top Players,30.0,3P,Brand expansion,,,15 min,No,11110.0,113041
2024-03-13T16:38:16.541Z,active,Microstores,42.0,3P,New brand,BALVANERA,Desayunos y meriendas,15 min,No,,113078
2024-03-13T16:18:03.994Z,active,Picked Locals,37.5,3P,Multi brand,SAN NICOLÁS,Sándwiches,25 min,No,14221.0,105168
2024-03-13T16:18:03.994Z,active,Microstores,,3P,Multi brand,SAN NICOLÁS,Sándwiches,25 min,Sí,14221.0,105168
2024-03-13T16:16:02.253Z,active,Microstores,27.0,2P,Multi brand,VILLA ORTÚZAR,Sushi,,No,14082.0,109055
2024-03-13T16:16:02.253Z,active,Microstores,,3P,Multi brand,VILLA ORTÚZAR,Sushi,35 min,Sí,14082.0,109055
2024-03-12T21:18:15.726Z,active,Microstores,42.0,3P,New brand,OLIVOS,Helado,20 min,Sí,,105075
2024-03-12T20:12:59.944Z,active,Microstores,42.0,3P,New brand,VILLA LURO,Milanesas,25 min,Sí,,107458
2024-03-11T21:26:43.628Z,active,Microstores,31.5,3P,New brand,BALVANERA,Pizza,20 min,Sí,,102891
2024-03-11T20:19:29.800Z,active,Microstores,,3P,,RECOLETA,Carnes,15 min,,,112931
2024-03-11T19:07:51.518Z,active,Picked Locals,36.0,3P,Multi brand,PALERMO,Desayunos y meriendas,20 min,Sí,,107811
2024-03-11T16:57:24.679Z,active,Top Players,30.0,3P,Brand expansion,VILLA URQUIZA,Sándwiches,20 min,No,12012.0,112246
2024-03-11T16:42:03.055Z,active,Microstores,34.5,3P,New brand,PALERMO,Bebidas,15 min,No,12619.0,111723
2024-03-11T15:55:45.338Z,active,Microstores,42.0,3P,New brand,SAN TELMO,Panadería,20 min,No,,114732
2024-03-11T14:41:15.427Z,active,Microstores,27.0,2P,New brand,VILLA LUGANO,Hamburguesa,,Sí,,105932
2024-03-11T14:38:27.742Z,active,Picked Locals,24.0,2P,Multi brand,,Comida rápida,,No,13051.0,112058
2024-03-10T11:51:29.514Z,active,Microstores,42.0,3P,New brand,CABALLITO,Árabe,20 min,No,11781.0,109671
2024-03-08T22:15:52.222Z,active,Microstores,,3P,Multi brand,CABALLITO,Sushi,45 min,Sí,12355.0,109686
2024-03-08T22:15:52.222Z,active,Picked Locals,31.5,3P,New brand,CABALLITO,Sushi,45 min,Sí,12355.0,109686
2024-03-08T22:14:25.893Z,active,Microstores,,3P,Multi brand,CABALLITO,Sushi,45 min,Sí,11022.0,100706
2024-03-08T22:14:25.893Z,active,Microstores,,3P,Multi brand,CABALLITO,Sushi,45 min,Sí,11022.0,100706
2024-03-08T22:14:25.893Z,active,Picked Locals,31.5,3P,New brand,CABALLITO,Sushi,45 min,Sí,11022.0,100706
2024-03-08T22:12:53.297Z,active,Picked Locals,31.5,3P,New brand,PALERMO,Sushi,45 min,Sí,12355.0,105571
2024-03-08T22:12:53.297Z,active,Microstores,,3P,Multi brand,PALERMO,Sushi,45 min,Sí,12355.0,105571
2024-03-08T22:11:28.995Z,active,Picked Locals,31.5,3P,New brand,PALERMO,Sushi,45 min,Sí,11022.0,106478
2024-03-08T22:11:28.995Z,active,Microstores,,3P,,PALERMO,Sushi,45 min,,11022.0,106478
2024-03-08T22:04:44.591Z,active,Microstores,,3P,Multi brand,BELGRANO,Sushi,45 min,Sí,12355.0,103946
2024-03-08T22:04:44.591Z,active,Picked Locals,31.5,3P,New brand,BELGRANO,Sushi,45 min,Sí,12355.0,103946
2024-03-08T19:35:24.523Z,active,Microstores,,3P,,BALVANERA,Hamburguesa,15 min,,,107156
2024-03-08T19:19:54.678Z,active,Microstores,42.0,3P,New brand,BARRACAS,Pizza,20 min,No,,105012
2024-03-08T18:43:33.606Z,active,Microstores,,3P,Multi brand,,Sushi,35 min,Sí,14076.0,101365
2024-03-08T18:43:33.606Z,active,Microstores,27.0,2P,Brand expansion,,Sushi,,No,14076.0,101365
2024-03-08T18:40:40.031Z,active,Microstores,42.0,3P,Brand expansion,,Sushi,35 min,No,13393.0,113423
2024-03-08T18:40:40.031Z,active,Microstores,27.0,2P,Multi brand,,Sushi,,Sí,13393.0,113423
2024-03-08T18:35:20.503Z,active,Microstores,,3P,Multi brand,,Sushi,35 min,Sí,10682.0,104403
2024-03-08T18:35:20.503Z,active,Microstores,27.0,2P,Brand expansion,,Sushi,,No,10682.0,104403
2024-03-08T18:07:55.268Z,active,Microstores,,3P,,FLORESTA,Pizza,15 min,,,114697
2024-03-08T18:02:19.801Z,active,Microstores,42.0,3P,Multi brand,PALERMO,Comida rápida,30 min,No,11935.0,111772
2024-03-08T18:02:19.801Z,active,Microstores,,3P,Multi brand,PALERMO,Comida rápida,30 min,Sí,11935.0,111772
2024-03-08T17:47:38.405Z,active,Picked Locals,37.5,3P,New brand,RECOLETA,,35 min,Sí,11884.0,113018
2024-03-08T17:15:59.192Z,active,Microstores,,3P,,RECOLETA,Bebidas,15 min,,,104473
2024-03-08T16:36:40.087Z,active,Microstores,42.0,3P,New brand,ALMAGRO,Helado,20 min,Sí,,109708
2024-03-08T16:10:02.088Z,active,Microstores,,3P,,ALMAGRO,Helado,15 min,,10393.0,115379
2024-03-08T16:03:49.423Z,active,Microstores,,3P,,VILLA CRESPO,Panadería,15 min,,11209.0,114218
2024-03-08T15:04:27.027Z,active,Microstores,42.0,3P,New brand,ALMAGRO,,20 min,No,10823.0,105935
2024-03-08T14:56:24.984Z,active,Microstores,,3P,,FLORES,Café,20 min,,11403.0,113342
2024-03-08T14:16:38.734Z,active,Microstores,,3P,,CABALLITO,,10 min,,,104337
2024-03-08T12:40:23.229Z,active,Picked Locals,30.0,3P,Brand expansion,BALVANERA,Empanadas,15 min,No,13228.0,112758
2024-03-08T12:27:27.366Z,active,Microstores,,3P,Multi brand,BELGRANO,Pizza,20 min,Sí,11337.0,113398
